cost_function, budget_percentage, budget, algorithm, original_seed_count, surviving_seed_count, removed_seed_count, seed_cost, baseline_influenced_nodes, node_removal_percentage, repetition, removed_nodes, remaining_nodes, perturbed_influenced_nodes, remaining_network_influence_percentage, delta_influence, retention_percentage, perturbed_rounds
Random       ,               5.0,   1100, CSG-f1   ,                 487,                  471,                 16,      1099,                      1354,                     5.0,         15,           201,            3838,                       1428,                    37.2068785825951   , 74             ,  105.46528803545053 ,               24
Random       ,               5.0,   1100, CSG-f2   ,                 533,                  519,                 14,      1099,                      1553,                     5.0,         15,           201,            3838,                       1300,                    33.87180823345493  , -253           ,   83.70895041854475 ,               22
Random       ,               5.0,   1100, CGG      ,                 619,                  596,                 23,      1099,                      2519,                     5.0,         15,           201,            3838,                       1608,                    41.89682126107348  , -911           ,   63.834855101230644,               23
Random       ,              10.0,   2201, CSG-f1   ,                 869,                  827,                 42,      2196,                      2883,                     5.0,         15,           201,            3838,                       2789,                    72.66805627931214  , -94            ,   96.73950745750955 ,               21
Random       ,              10.0,   2201, CSG-f2   ,                 979,                  934,                 45,      2201,                      3095,                     5.0,         15,           201,            3838,                       2842,                    74.04898384575299  , -253           ,   91.82552504038772 ,               15
Random       ,              10.0,   2201, CGG      ,                 926,                  889,                 37,      2011,                      4039,                     5.0,         15,           201,            3838,                       2969,                    77.35799895779051  , -1070          ,   73.50829413221093 ,               33
Random       ,              20.0,   4402, CSG-f1   ,                1495,                 1425,                 70,      4399,                      4012,                     5.0,         15,           201,            3838,                       3808,                    99.21834288692027  , -204           ,   94.91525423728814 ,                5
Random       ,              20.0,   4402, CSG-f2   ,                1620,                 1542,                 78,      4399,                      3963,                     5.0,         15,           201,            3838,                       3741,                    97.4726420010422   , -222           ,   94.39818319454957 ,                4
Random       ,              20.0,   4402, CGG      ,                 926,                  889,                 37,      2011,                      4039,                     5.0,         15,           201,            3838,                       2969,                    77.35799895779051  , -1070          ,   73.50829413221093 ,               33
Degree       ,               1.0,    892, CSG-f1   ,                 117,                  109,                  8,       888,                       158,                     5.0,         15,           201,            3838,                        146,                     3.804064616988015 , -12            ,   92.40506329113924 ,                3
Degree       ,               1.0,    892, CSG-f2   ,                 209,                  200,                  9,       888,                       211,                     5.0,         15,           201,            3838,                        202,                     5.263157894736842 , -9             ,   95.73459715639811 ,                1
Degree       ,               1.0,    892, CGG      ,                 442,                  422,                 20,       891,                       555,                     5.0,         15,           201,            3838,                        529,                    13.78322042730589  , -26            ,   95.31531531531532 ,               13
Degree       ,               2.0,   1784, CSG-f1   ,                 177,                  168,                  9,      1766,                       368,                     5.0,         15,           201,            3838,                        344,                     8.963001563314227 , -24            ,   93.47826086956522 ,                6
Degree       ,               2.0,   1784, CSG-f2   ,                 261,                  251,                 10,      1781,                       264,                     5.0,         15,           201,            3838,                        255,                     6.644085461177697 , -9             ,   96.5909090909091  ,                1
Degree       ,               2.0,   1784, CGG      ,                 668,                  633,                 35,      1783,                       899,                     5.0,         15,           201,            3838,                        818,                    21.313183949973943 , -81            ,   90.98998887652948 ,               13
Degree       ,               5.0,   4462, CSG-f1   ,                 287,                  273,                 14,      4462,                       480,                     5.0,         15,           201,            3838,                        451,                    11.750911933298593 , -29            ,   93.95833333333333 ,                6
Degree       ,               5.0,   4462, CSG-f2   ,                 408,                  392,                 16,      4426,                       412,                     5.0,         15,           201,            3838,                        397,                    10.34392912975508  , -15            ,   96.35922330097088 ,                2
Degree       ,               5.0,   4462, CGG      ,                1100,                 1046,                 54,      4456,                      1411,                     5.0,         15,           201,            3838,                       1323,                    34.47107868681605  , -88            ,   93.76328844790929 ,               13
Degree       ,              10.0,   8924, CSG-f1   ,                 448,                  427,                 21,      8910,                       650,                     5.0,         15,           201,            3838,                        616,                    16.0500260552371   , -34            ,   94.76923076923077 ,                6
Degree       ,              10.0,   8924, CSG-f2   ,                 613,                  586,                 27,      8915,                       617,                     5.0,         15,           201,            3838,                        591,                    15.398645127670662 , -26            ,   95.78606158833063 ,                2
Degree       ,              10.0,   8924, CGG      ,                1539,                 1461,                 78,      8919,                      2405,                     5.0,         15,           201,            3838,                       2131,                    55.52371026576341  , -274           ,   88.60706860706861 ,               29
Degree       ,              20.0,  17848, CSG-f1   ,                 849,                  809,                 40,     17836,                      1853,                     5.0,         15,           201,            3838,                       1761,                    45.883272537780094 , -92            ,   95.03507825148408 ,               10
Degree       ,              20.0,  17848, CSG-f2   ,                1075,                 1023,                 52,     17802,                      1081,                     5.0,         15,           201,            3838,                       1030,                    26.83689421573736  , -51            ,   95.28214616096207 ,                2
Degree       ,              20.0,  17848, CGG      ,                1982,                 1884,                 98,     17817,                      3467,                     5.0,         15,           201,            3838,                       3035,                    79.07764460656593  , -432           ,   87.53965964811076 ,               37
Random       ,               1.0,    220, CSG-f1   ,                 146,                  139,                  7,       220,                       293,                     5.0,         16,           201,            3838,                        288,                     7.503908285565399 , -5             ,   98.29351535836177 ,                2
Random       ,               1.0,    220, CSG-f2   ,                 140,                  133,                  7,       219,                       224,                     5.0,         16,           201,            3838,                        222,                     5.784262636789995 , -2             ,   99.10714285714286 ,                2
Random       ,               1.0,    220, CGG      ,                 120,                  111,                  9,       220,                       588,                     5.0,         16,           201,            3838,                        481,                    12.532569046378322 , -107           ,   81.80272108843538 ,                9
Random       ,               2.0,    440, CSG-f1   ,                 252,                  238,                 14,       440,                       409,                     5.0,         16,           201,            3838,                        394,                    10.265763418447108 , -15            ,   96.33251833740832 ,                2
Random       ,               2.0,    440, CSG-f2   ,                 244,                  231,                 13,       438,                       366,                     5.0,         16,           201,            3838,                        357,                     9.301719645648776 , -9             ,   97.54098360655738 ,                2
Random       ,               2.0,    440, CGG      ,                 285,                  262,                 23,       440,                       882,                     5.0,         16,           201,            3838,                        724,                    18.86399166232413  , -158           ,   82.08616780045351 ,                9
Random       ,               5.0,   1100, CSG-f1   ,                 487,                  461,                 26,      1099,                      1354,                     5.0,         16,           201,            3838,                       1077,                    28.061490359562274 , -277           ,   79.54209748892171 ,               11
Random       ,               5.0,   1100, CSG-f2   ,                 533,                  503,                 30,      1099,                      1553,                     5.0,         16,           201,            3838,                       1297,                    33.793642522146946 , -256           ,   83.51577591757888 ,               35
Random       ,               5.0,   1100, CGG      ,                 619,                  583,                 36,      1099,                      2519,                     5.0,         16,           201,            3838,                       1389,                    36.190724335591455 , -1130          ,   55.14092894005558 ,               21
Random       ,              10.0,   2201, CSG-f1   ,                 869,                  817,                 52,      2196,                      2883,                     5.0,         16,           201,            3838,                       2784,                    72.53778009379886  , -99            ,   96.56607700312175 ,               20
Random       ,              10.0,   2201, CSG-f2   ,                 979,                  922,                 57,      2201,                      3095,                     5.0,         16,           201,            3838,                       2829,                    73.71026576341845  , -266           ,   91.40549273021001 ,               16
Random       ,              10.0,   2201, CGG      ,                 926,                  876,                 50,      2011,                      4039,                     5.0,         16,           201,            3838,                       2515,                    65.52892131318396  , -1524          ,   62.26788809111166 ,               42
Random       ,              20.0,   4402, CSG-f1   ,                1495,                 1424,                 71,      4399,                      4012,                     5.0,         16,           201,            3838,                       3797,                    98.93173527879104  , -215           ,   94.64107676969093 ,                5
Random       ,              20.0,   4402, CSG-f2   ,                1620,                 1537,                 83,      4399,                      3963,                     5.0,         16,           201,            3838,                       3746,                    97.6029181865555   , -217           ,   94.52435023971738 ,                4
Random       ,              20.0,   4402, CGG      ,                 926,                  876,                 50,      2011,                      4039,                     5.0,         16,           201,            3838,                       2515,                    65.52892131318396  , -1524          ,   62.26788809111166 ,               42
Degree       ,               1.0,    892, CSG-f1   ,                 117,                  106,                 11,       888,                       158,                     5.0,         16,           201,            3838,                        147,                     3.8301198540906722, -11            ,   93.0379746835443  ,                4
Degree       ,               1.0,    892, CSG-f2   ,                 209,                  202,                  7,       888,                       211,                     5.0,         16,           201,            3838,                        208,                     5.419489317352788 , -3             ,   98.5781990521327  ,                3
Degree       ,               1.0,    892, CGG      ,                 442,                  424,                 18,       891,                       555,                     5.0,         16,           201,            3838,                        497,                    12.949452840020845 , -58            ,   89.54954954954954 ,                3
Degree       ,               2.0,   1784, CSG-f1   ,                 177,                  163,                 14,      1766,                       368,                     5.0,         16,           201,            3838,                        351,                     9.14538822303283  , -17            ,   95.38043478260869 ,                6
Degree       ,               2.0,   1784, CSG-f2   ,                 261,                  251,                 10,      1781,                       264,                     5.0,         16,           201,            3838,                        259,                     6.748306409588327 , -5             ,   98.10606060606061 ,                3
Degree       ,               2.0,   1784, CGG      ,                 668,                  635,                 33,      1783,                       899,                     5.0,         16,           201,            3838,                        780,                    20.323084940072956 , -119           ,   86.76307007786428 ,                9
Degree       ,               5.0,   4462, CSG-f1   ,                 287,                  268,                 19,      4462,                       480,                     5.0,         16,           201,            3838,                        459,                    11.959353830119854 , -21            ,   95.625            ,                6
Degree       ,               5.0,   4462, CSG-f2   ,                 408,                  390,                 18,      4426,                       412,                     5.0,         16,           201,            3838,                        399,                    10.396039603960396 , -13            ,   96.84466019417476 ,                3
Degree       ,               5.0,   4462, CGG      ,                1100,                 1048,                 52,      4456,                      1411,                     5.0,         16,           201,            3838,                       1274,                    33.194372068785825 , -137           ,   90.29057406094968 ,                7
Degree       ,              10.0,   8924, CSG-f1   ,                 448,                  423,                 25,      8910,                       650,                     5.0,         16,           201,            3838,                        626,                    16.310578426263678 , -24            ,   96.3076923076923  ,                6
Degree       ,              10.0,   8924, CSG-f2   ,                 613,                  583,                 30,      8915,                       617,                     5.0,         16,           201,            3838,                        593,                    15.450755601875976 , -24            ,   96.11021069692059 ,                3
Degree       ,              10.0,   8924, CGG      ,                1539,                 1467,                 72,      8919,                      2405,                     5.0,         16,           201,            3838,                       2051,                    53.43929129755081  , -354           ,   85.28066528066527 ,               27
Degree       ,              20.0,  17848, CSG-f1   ,                 849,                  802,                 47,     17836,                      1853,                     5.0,         16,           201,            3838,                       1755,                    45.72694111516415  , -98            ,   94.71127900701565 ,                6
Degree       ,              20.0,  17848, CSG-f2   ,                1075,                 1019,                 56,     17802,                      1081,                     5.0,         16,           201,            3838,                       1031,                    26.862949452840017 , -50            ,   95.37465309898242 ,                3
Degree       ,              20.0,  17848, CGG      ,                1982,                 1881,                101,     17817,                      3467,                     5.0,         16,           201,            3838,                       2885,                    75.16935904116727  , -582           ,   83.21315258148255 ,               22
Random       ,               1.0,    220, CSG-f1   ,                 146,                  139,                  7,       220,                       293,                     5.0,         17,           201,            3838,                        279,                     7.2694111516414806, -14            ,   95.22184300341297 ,                4
Random       ,               1.0,    220, CSG-f2   ,                 140,                  133,                  7,       219,                       224,                     5.0,         17,           201,            3838,                        221,                     5.758207399687337 , -3             ,   98.66071428571429 ,                2
Random       ,               1.0,    220, CGG      ,                 120,                  117,                  3,       220,                       588,                     5.0,         17,           201,            3838,                        520,                    13.54872329338197  , -68            ,   88.43537414965986 ,                9
Random       ,               2.0,    440, CSG-f1   ,                 252,                  243,                  9,       440,                       409,                     5.0,         17,           201,            3838,                        397,                    10.34392912975508  , -12            ,   97.06601466992664 ,                4
Random       ,               2.0,    440, CSG-f2   ,                 244,                  234,                 10,       438,                       366,                     5.0,         17,           201,            3838,                        353,                     9.197498697238144 , -13            ,   96.44808743169399 ,                4
Random       ,               2.0,    440, CGG      ,                 285,                  276,                  9,       440,                       882,                     5.0,         17,           201,            3838,                        772,                    20.114643043251693 , -110           ,   87.52834467120182 ,                9
Random       ,               5.0,   1100, CSG-f1   ,                 487,                  467,                 20,      1099,                      1354,                     5.0,         17,           201,            3838,                       1235,                    32.17821782178218  , -119           ,   91.21122599704579 ,               23
Random       ,               5.0,   1100, CSG-f2   ,                 533,                  511,                 22,      1099,                      1553,                     5.0,         17,           201,            3838,                       1283,                    33.42886920270974  , -270           ,   82.61429491307148 ,               20
Random       ,               5.0,   1100, CGG      ,                 619,                  598,                 21,      1099,                      2519,                     5.0,         17,           201,            3838,                       1750,                    45.596664929650856 , -769           ,   69.47201270345376 ,               28
Random       ,              10.0,   2201, CSG-f1   ,                 869,                  834,                 35,      2196,                      2883,                     5.0,         17,           201,            3838,                       2810,                    73.21521625846795  , -73            ,   97.46791536593827 ,               17
Random       ,              10.0,   2201, CSG-f2   ,                 979,                  940,                 39,      2201,                      3095,                     5.0,         17,           201,            3838,                       2940,                    76.60239708181345  , -155           ,   94.9919224555735  ,               15
Random       ,              10.0,   2201, CGG      ,                 926,                  893,                 33,      2011,                      4039,                     5.0,         17,           201,            3838,                       3305,                    86.11255862428348  , -734           ,   81.82718494676901 ,               36
Random       ,              20.0,   4402, CSG-f1   ,                1495,                 1430,                 65,      4399,                      4012,                     5.0,         17,           201,            3838,                       3797,                    98.93173527879104  , -215           ,   94.64107676969093 ,                5
Random       ,              20.0,   4402, CSG-f2   ,                1620,                 1548,                 72,      4399,                      3963,                     5.0,         17,           201,            3838,                       3748,                    97.6550286607608   , -215           ,   94.57481705778451 ,                6
Random       ,              20.0,   4402, CGG      ,                 926,                  893,                 33,      2011,                      4039,                     5.0,         17,           201,            3838,                       3305,                    86.11255862428348  , -734           ,   81.82718494676901 ,               36
Degree       ,               1.0,    892, CSG-f1   ,                 117,                  112,                  5,       888,                       158,                     5.0,         17,           201,            3838,                        160,                     4.168837936425222 , 2              ,  101.26582278481013 ,                6
Degree       ,               1.0,    892, CSG-f2   ,                 209,                  204,                  5,       888,                       211,                     5.0,         17,           201,            3838,                        209,                     5.445544554455446 , -2             ,   99.0521327014218  ,                2
Degree       ,               1.0,    892, CGG      ,                 442,                  419,                 23,       891,                       555,                     5.0,         17,           201,            3838,                        523,                    13.626889004689943 , -32            ,   94.23423423423424 ,               11
Degree       ,               2.0,   1784, CSG-f1   ,                 177,                  171,                  6,      1766,                       368,                     5.0,         17,           201,            3838,                        358,                     9.327774882751433 , -10            ,   97.28260869565217 ,                5
Degree       ,               2.0,   1784, CSG-f2   ,                 261,                  250,                 11,      1781,                       264,                     5.0,         17,           201,            3838,                        256,                     6.6701406982803535, -8             ,   96.96969696969697 ,                2
Degree       ,               2.0,   1784, CGG      ,                 668,                  631,                 37,      1783,                       899,                     5.0,         17,           201,            3838,                        831,                    21.65190203230849  , -68            ,   92.43604004449388 ,               11
Degree       ,               5.0,   4462, CSG-f1   ,                 287,                  274,                 13,      4462,                       480,                     5.0,         17,           201,            3838,                        465,                    12.1156852527358   , -15            ,   96.875            ,                5
Degree       ,               5.0,   4462, CSG-f2   ,                 408,                  391,                 17,      4426,                       412,                     5.0,         17,           201,            3838,                        398,                    10.36998436685774  , -14            ,   96.60194174757282 ,                2
Degree       ,               5.0,   4462, CGG      ,                1100,                 1046,                 54,      4456,                      1411,                     5.0,         17,           201,            3838,                       1326,                    34.549244398124024 , -85            ,   93.97590361445783 ,               11
Degree       ,              10.0,   8924, CSG-f1   ,                 448,                  426,                 22,      8910,                       650,                     5.0,         17,           201,            3838,                        625,                    16.28452318916102  , -25            ,   96.15384615384616 ,                5
Degree       ,              10.0,   8924, CSG-f2   ,                 613,                  586,                 27,      8915,                       617,                     5.0,         17,           201,            3838,                        595,                    15.502866076081293 , -22            ,   96.43435980551054 ,                2
Degree       ,              10.0,   8924, CGG      ,                1539,                 1463,                 76,      8919,                      2405,                     5.0,         17,           201,            3838,                       2093,                    54.533611255862425 , -312           ,   87.02702702702703 ,               30
Degree       ,              20.0,  17848, CSG-f1   ,                 849,                  811,                 38,     17836,                      1853,                     5.0,         17,           201,            3838,                       1767,                    46.03960396039604  , -86            ,   95.35887749595251 ,                7
Degree       ,              20.0,  17848, CSG-f2   ,                1075,                 1016,                 59,     17802,                      1081,                     5.0,         17,           201,            3838,                       1030,                    26.83689421573736  , -51            ,   95.28214616096207 ,                3
Degree       ,              20.0,  17848, CGG      ,                1982,                 1878,                104,     17817,                      3467,                     5.0,         17,           201,            3838,                       2938,                    76.55028660760813  , -529           ,   84.74185174502452 ,               26
Random       ,               1.0,    220, CSG-f1   ,                 146,                  137,                  9,       220,                       293,                     5.0,         18,           201,            3838,                        302,                     7.868681605002606 , 9              ,  103.0716723549488  ,                4
Random       ,               1.0,    220, CSG-f2   ,                 140,                  133,                  7,       219,                       224,                     5.0,         18,           201,            3838,                        229,                     5.966649296508598 , 5              ,  102.23214285714286 ,                4
Random       ,               1.0,    220, CGG      ,                 120,                  113,                  7,       220,                       588,                     5.0,         18,           201,            3838,                        563,                    14.669098488796248 , -25            ,   95.74829931972789 ,               13
Random       ,               2.0,    440, CSG-f1   ,                 252,                  236,                 16,       440,                       409,                     5.0,         18,           201,            3838,                        410,                    10.68264721208963  , 1              ,  100.24449877750612 ,                4
Random       ,               2.0,    440, CSG-f2   ,                 244,                  226,                 18,       438,                       366,                     5.0,         18,           201,            3838,                        368,                     9.58832725377801  , 2              ,  100.5464480874317  ,                4
Random       ,               2.0,    440, CGG      ,                 285,                  267,                 18,       440,                       882,                     5.0,         18,           201,            3838,                        794,                    20.68785825951016  , -88            ,   90.02267573696146 ,               13
Random       ,               5.0,   1100, CSG-f1   ,                 487,                  458,                 29,      1099,                      1354,                     5.0,         18,           201,            3838,                       1277,                    33.2725377800938   , -77            ,   94.31314623338257 ,               14
Random       ,               5.0,   1100, CSG-f2   ,                 533,                  497,                 36,      1099,                      1553,                     5.0,         18,           201,            3838,                       1304,                    33.976029181865556 , -249           ,   83.96651641983259 ,               32
Random       ,               5.0,   1100, CGG      ,                 619,                  580,                 39,      1099,                      2519,                     5.0,         18,           201,            3838,                       1702,                    44.34601354872329  , -817           ,   67.56649464073044 ,               41
Random       ,              10.0,   2201, CSG-f1   ,                 869,                  819,                 50,      2196,                      2883,                     5.0,         18,           201,            3838,                       2671,                    69.59353830119855  , -212           ,   92.64654873395767 ,               12
Random       ,              10.0,   2201, CSG-f2   ,                 979,                  924,                 55,      2201,                      3095,                     5.0,         18,           201,            3838,                       2793,                    72.77227722772277  , -302           ,   90.24232633279483 ,               14
Random       ,              10.0,   2201, CGG      ,                 926,                  871,                 55,      2011,                      4039,                     5.0,         18,           201,            3838,                       2746,                    71.54768108389786  , -1293          ,   67.98712552612032 ,               33
Random       ,              20.0,   4402, CSG-f1   ,                1495,                 1414,                 81,      4399,                      4012,                     5.0,         18,           201,            3838,                       3809,                    99.24439812402292  , -203           ,   94.94017946161516 ,                5
Random       ,              20.0,   4402, CSG-f2   ,                1620,                 1538,                 82,      4399,                      3963,                     5.0,         18,           201,            3838,                       3761,                    97.99374674309537  , -202           ,   94.90285137522079 ,                5
Random       ,              20.0,   4402, CGG      ,                 926,                  871,                 55,      2011,                      4039,                     5.0,         18,           201,            3838,                       2746,                    71.54768108389786  , -1293          ,   67.98712552612032 ,               33
Degree       ,               1.0,    892, CSG-f1   ,                 117,                  116,                  1,       888,                       158,                     5.0,         18,           201,            3838,                        168,                     4.377279833246483 , 10             ,  106.32911392405062 ,                6
Degree       ,               1.0,    892, CSG-f2   ,                 209,                  200,                  9,       888,                       211,                     5.0,         18,           201,            3838,                        203,                     5.2892131318395   , -8             ,   96.2085308056872  ,                1
Degree       ,               1.0,    892, CGG      ,                 442,                  423,                 19,       891,                       555,                     5.0,         18,           201,            3838,                        524,                    13.6529442417926   , -31            ,   94.41441441441441 ,               13
Degree       ,               2.0,   1784, CSG-f1   ,                 177,                  173,                  4,      1766,                       368,                     5.0,         18,           201,            3838,                        359,                     9.353830119854091 , -9             ,   97.55434782608695 ,                6
Degree       ,               2.0,   1784, CSG-f2   ,                 261,                  250,                 11,      1781,                       264,                     5.0,         18,           201,            3838,                        254,                     6.618030224075039 , -10            ,   96.21212121212122 ,                1
Degree       ,               2.0,   1784, CGG      ,                 668,                  640,                 28,      1783,                       899,                     5.0,         18,           201,            3838,                        835,                    21.756122980719127 , -64            ,   92.88097886540601 ,               13
Degree       ,               5.0,   4462, CSG-f1   ,                 287,                  279,                  8,      4462,                       480,                     5.0,         18,           201,            3838,                        467,                    12.167795726941115 , -13            ,   97.29166666666667 ,                6
Degree       ,               5.0,   4462, CSG-f2   ,                 408,                  388,                 20,      4426,                       412,                     5.0,         18,           201,            3838,                        393,                    10.23970818134445  , -19            ,   95.3883495145631  ,                2
Degree       ,               5.0,   4462, CGG      ,                1100,                 1056,                 44,      4456,                      1411,                     5.0,         18,           201,            3838,                       1333,                    34.73163105784263  , -78            ,   94.47200566973778 ,               13
Degree       ,              10.0,   8924, CSG-f1   ,                 448,                  433,                 15,      8910,                       650,                     5.0,         18,           201,            3838,                        632,                    16.466909848879624 , -18            ,   97.23076923076923 ,                6
Degree       ,              10.0,   8924, CSG-f2   ,                 613,                  586,                 27,      8915,                       617,                     5.0,         18,           201,            3838,                        592,                    15.424700364773319 , -25            ,   95.9481361426256  ,                2
Degree       ,              10.0,   8924, CGG      ,                1539,                 1475,                 64,      8919,                      2405,                     5.0,         18,           201,            3838,                       2167,                    56.46169880145909  , -238           ,   90.1039501039501  ,               22
Degree       ,              20.0,  17848, CSG-f1   ,                 849,                  813,                 36,     17836,                      1853,                     5.0,         18,           201,            3838,                       1774,                    46.221990620114646 , -79            ,   95.73664328116568 ,                7
Degree       ,              20.0,  17848, CSG-f2   ,                1075,                 1021,                 54,     17802,                      1081,                     5.0,         18,           201,            3838,                       1030,                    26.83689421573736  , -51            ,   95.28214616096207 ,                2
Degree       ,              20.0,  17848, CGG      ,                1982,                 1884,                 98,     17817,                      3467,                     5.0,         18,           201,            3838,                       3017,                    78.60865033871808  , -450           ,   87.02047880011537 ,               24
Random       ,               1.0,    220, CSG-f1   ,                 146,                  137,                  9,       220,                       293,                     5.0,         19,           201,            3838,                        274,                     7.139134966128191 , -19            ,   93.51535836177474 ,                2
Random       ,               1.0,    220, CSG-f2   ,                 140,                  132,                  8,       219,                       224,                     5.0,         19,           201,            3838,                        216,                     5.627931214174049 , -8             ,   96.42857142857143 ,                2
Random       ,               1.0,    220, CGG      ,                 120,                  114,                  6,       220,                       588,                     5.0,         19,           201,            3838,                        503,                    13.10578426263679  , -85            ,   85.54421768707483 ,                9
Random       ,               2.0,    440, CSG-f1   ,                 252,                  240,                 12,       440,                       409,                     5.0,         19,           201,            3838,                        388,                    10.109431995831162 , -21            ,   94.86552567237165 ,                3
Random       ,               2.0,    440, CSG-f2   ,                 244,                  232,                 12,       438,                       366,                     5.0,         19,           201,            3838,                        343,                     8.936946326211569 , -23            ,   93.71584699453553 ,                2
Random       ,               2.0,    440, CGG      ,                 285,                  269,                 16,       440,                       882,                     5.0,         19,           201,            3838,                        726,                    18.916102136529442 , -156           ,   82.31292517006803 ,                9
Random       ,               5.0,   1100, CSG-f1   ,                 487,                  464,                 23,      1099,                      1354,                     5.0,         19,           201,            3838,                       1271,                    33.11620635747785  , -83            ,   93.87001477104874 ,               16
Random       ,               5.0,   1100, CSG-f2   ,                 533,                  507,                 26,      1099,                      1553,                     5.0,         19,           201,            3838,                       1107,                    28.843147472642    , -446           ,   71.28139085640696 ,               23
Random       ,               5.0,   1100, CGG      ,                 619,                  585,                 34,      1099,                      2519,                     5.0,         19,           201,            3838,                       1418,                    36.946326211568525 , -1101          ,   56.29217943628424 ,               17
Random       ,              10.0,   2201, CSG-f1   ,                 869,                  821,                 48,      2196,                      2883,                     5.0,         19,           201,            3838,                       2807,                    73.13705054715997  , -76            ,   97.36385709330558 ,               18
Random       ,              10.0,   2201, CSG-f2   ,                 979,                  932,                 47,      2201,                      3095,                     5.0,         19,           201,            3838,                       2943,                    76.68056279312142  , -152           ,   95.08885298869144 ,               19
Random       ,              10.0,   2201, CGG      ,                 926,                  879,                 47,      2011,                      4039,                     5.0,         19,           201,            3838,                       2086,                    54.35122459614382  , -1953          ,   51.64644714038128 ,               19
Random       ,              20.0,   4402, CSG-f1   ,                1495,                 1414,                 81,      4399,                      4012,                     5.0,         19,           201,            3838,                       3809,                    99.24439812402292  , -203           ,   94.94017946161516 ,                7
Random       ,              20.0,   4402, CSG-f2   ,                1620,                 1532,                 88,      4399,                      3963,                     5.0,         19,           201,            3838,                       3764,                    98.07191245440333  , -199           ,   94.97855160232147 ,                6
Random       ,              20.0,   4402, CGG      ,                 926,                  879,                 47,      2011,                      4039,                     5.0,         19,           201,            3838,                       2086,                    54.35122459614382  , -1953          ,   51.64644714038128 ,               19
Degree       ,               1.0,    892, CSG-f1   ,                 117,                  113,                  4,       888,                       158,                     5.0,         19,           201,            3838,                        159,                     4.142782699322564 , 1              ,  100.63291139240506 ,                4
